"Code","Year","Population","Count_All","Deaths_All","Count_Leukaemia","Deaths_Leukaemia","Count_Breast","Deaths_Breast","Count_Cervix","Deaths_Cervix","Count_Melanoma","Deaths_Melanoma","Count_Bladder","Deaths_Bladder","Count_Colorectal","Deaths_Colorectal","Count_Pancreas","Deaths_Pancreas","Count_Stomach","Deaths_Stomach","Count_Lung","Deaths_Lung","Count_Liver","Deaths_Liver","Count_Oesophagus","Deaths_Oesophagus"
"E38000226",2019,99409,811,351,20,11,222,37,9,1,48,4,12,6,96,45,31,23,6,9,119,71,13,16,12,9
"E38000227",2002,97158,393,229,10,11,100,42,9,4,15,1,12,7,49,19,6,8,5,7,52,40,4,3,7,7
"E38000227",2003,98112,450,205,7,6,127,35,9,3,16,3,9,2,54,24,18,13,11,7,54,38,4,4,6,7
"E38000227",2004,98845,445,214,8,8,152,32,9,4,15,2,10,7,51,18,11,13,5,5,50,40,4,5,7,4
"E38000227",2005,99487,447,255,8,4,121,36,8,4,19,3,8,7,52,28,20,14,9,5,75,57,4,3,10,10
"E38000227",2006,100110,444,234,7,7,129,38,10,3,19,3,11,2,53,26,8,10,7,6,66,50,4,7,13,12
"E38000227",2007,100168,488,243,10,5,169,33,14,4,18,2,15,7,47,29,17,15,4,9,59,53,1,1,10,8
"E38000227",2008,100073,465,223,7,2,120,32,12,3,18,4,11,6,46,19,13,11,7,4,66,52,5,2,7,9
"E38000227",2009,99621,497,244,13,9,145,53,14,4,19,0,8,3,51,20,15,11,13,8,64,55,9,6,7,6
"E38000227",2010,99938,521,222,17,4,157,22,8,2,21,1,14,7,54,32,15,14,9,8,70,59,6,3,11,9
"E38000227",2011,100463,538,229,11,9,147,36,11,2,29,2,14,5,54,26,7,8,6,3,74,56,3,4,10,7
"E38000227",2012,100392,512,244,8,6,129,31,14,2,29,3,12,4,52,13,14,8,11,10,74,61,7,5,18,13
"E38000227",2013,100255,554,249,14,9,198,42,9,2,29,3,12,9,57,21,9,12,4,5,55,46,6,10,14,9
"E38000227",2014,100294,548,184,19,7,145,24,9,1,27,1,11,7,57,16,12,4,7,4,59,45,11,6,11,11
"E38000227",2015,100593,527,229,24,4,124,32,12,1,22,2,11,0,49,31,16,15,14,6,79,55,8,6,14,11
"E38000227",2016,100698,611,227,11,5,201,31,16,3,27,2,11,10,53,24,21,12,3,7,77,58,6,8,8,6
"E38000227",2017,100796,499,227,18,8,108,35,13,6,24,1,9,9,66,17,18,17,7,3,67,46,6,10,9,7
"E38000227",2018,101049,525,220,4,1,145,31,11,2,30,5,8,5,69,26,16,10,6,3,69,54,7,4,9,7
"E38000227",2019,101614,610,222,8,6,185,40,20,3,31,4,7,9,50,17,15,19,8,5,73,41,7,4,12,10
"E38000228",2002,166503,847,462,20,20,237,67,19,6,25,2,17,12,95,41,24,17,19,11,95,79,6,6,24,28
"E38000228",2003,166857,838,420,9,5,249,75,20,3,29,2,18,14,88,47,24,18,19,8,90,90,11,8,31,16
"E38000228",2004,167125,898,437,16,5,283,72,5,8,22,3,23,9,101,42,23,23,24,17,74,73,6,5,15,18
"E38000228",2005,167851,867,467,16,16,284,67,7,3,33,4,22,14,115,55,21,24,9,8,85,68,11,9,16,15
"E38000228",2006,167512,937,460,18,11,297,77,19,8,32,7,23,15,112,52,32,22,17,11,98,84,6,5,21,19
"E38000228",2007,167292,975,452,17,6,308,68,18,8,38,8,25,14,113,53,21,26,27,18,109,80,9,9,22,19
"E38000228",2008,166828,1031,477,26,13,328,63,24,4,47,9,26,12,130,49,23,25,10,10,110,100,6,5,23,18
"E38000228",2009,166695,987,420,27,4,289,58,21,2,39,7,23,8,120,42,25,26,15,9,94,87,11,9,15,17
"E38000228",2010,166776,975,453,17,14,266,68,17,5,42,5,27,11,110,43,19,24,16,14,114,82,19,15,20,16
"E38000228",2011,166707,1104,488,22,11,325,75,28,3,42,5,25,14,118,38,36,26,17,13,119,97,9,9,20,21
"E38000228",2012,166927,996,457,25,15,272,72,16,5,59,8,22,12,126,40,25,21,11,15,129,85,3,7,27,17
"E38000228",2013,166319,1068,447,27,11,335,61,20,7,54,9,25,9,108,48,20,20,12,5,117,98,10,6,32,20
"E38000228",2014,166213,1067,485,23,5,316,60,26,7,50,4,21,19,108,46,27,24,13,8,131,105,10,8,23,26
"E38000228",2015,166213,1025,454,33,12,274,61,23,3,58,9,8,14,106,40,29,25,13,6,132,101,13,11,20,19
"E38000228",2016,166486,1071,452,32,12,314,69,23,4,48,7,24,11,105,27,30,23,8,6,120,100,21,12,23,17
"E38000228",2017,166824,1052,424,37,9,326,65,25,9,53,8,14,12,119,38,28,27,9,6,115,82,12,13,18,12
"E38000228",2018,167513,1067,451,24,9,314,51,16,7,72,6,13,10,105,48,22,22,11,10,144,112,11,15,19,20
"E38000228",2019,168480,1022,435,33,8,288,56,20,4,65,7,14,10,130,45,28,29,11,7,124,101,6,15,8,17
"E38000229",2002,477092,2268,1213,35,27,702,184,46,20,59,13,58,36,242,119,62,48,53,48,209,191,13,11,59,61
"E38000229",2003,479246,2468,1211,36,23,830,213,50,16,68,12,49,31,241,126,54,48,50,33,240,213,17,15,53,42
"E38000229",2004,481604,2394,1175,47,39,762,181,42,15,91,8,46,26,254,126,69,57,51,34,222,191,20,10,38,44
"E38000229",2005,483973,2493,1181,59,30,762,193,45,10,73,9,55,32,270,115,66,53,48,32,284,209,21,17,45,42
"E38000229",2006,486207,2543,1155,48,27,829,193,57,9,95,14,56,30,282,122,63,51,43,34,230,203,17,18,44,41
"E38000229",2007,489064,2548,1118,65,25,760,196,50,14,84,16,42,18,272,108,68,63,51,31,294,209,21,14,53,40
"E38000229",2008,492357,2572,1199,48,27,828,209,46,11,94,18,57,32,245,110,55,61,47,32,292,232,23,22,41,40
"E38000229",2009,494776,2647,1225,67,28,766,189,55,13,98,18,53,35,306,105,68,64,64,34,276,227,25,22,50,45
"E38000229",2010,498021,2761,1139,89,35,864,195,57,15,97,15,46,20,276,104,70,51,32,28,311,213,31,21,50,34
"E38000229",2011,500494,2732,1191,83,50,825,171,53,19,88,12,55,24,306,117,69,73,51,37,286,229,30,25,60,54
"E38000229",2012,503067,2725,1223,55,36,860,194,57,17,98,16,41,32,280,111,63,65,37,25,302,220,30,34,50,44
"E38000229",2013,504907,2774,1215,65,29,895,203,47,15,111,18,47,28,240,124,88,64,30,24,320,228,38,43,46,44
"E38000229",2014,507373,3008,1267,63,25,854,180,62,12,133,16,33,32,307,118,85,78,45,27,405,254,38,44,48,38
"E38000229",2015,509386,3014,1400,96,42,901,193,53,13,131,15,61,34,266,148,80,62,53,43,351,282,39,34,71,54
"E38000229",2016,512118,2999,1298,90,34,922,191,54,14,106,12,46,27,281,127,76,74,41,27,370,260,30,36,57,53
"E38000229",2017,515165,2927,1263,81,38,884,182,55,11,119,23,44,30,315,134,95,64,38,37,337,248,33,34,61,37
"E38000229",2018,517698,3000,1273,69,31,936,188,52,12,116,15,50,30,310,134,82,80,33,23,348,226,25,29,57,43
"E38000229",2019,520911,3280,1324,58,24,960,184,66,19,139,16,47,37,354,113,83,73,40,23,396,259,54,45,58,51
"E38000230",2002,559146,3158,1592,65,54,928,290,66,22,158,23,61,30,406,172,85,93,62,46,285,243,25,21,71,59
"E38000230",2003,561522,3277,1680,68,43,1056,288,49,22,158,25,56,45,389,186,101,94,59,42,278,249,12,17,54,63
"E38000230",2004,564112,3211,1590,59,34,1031,293,59,30,166,16,56,24,408,198,80,95,55,33,276,249,13,16,64,60
"E38000230",2005,569753,3385,1576,87,36,1064,273,58,16,169,30,61,44,388,184,101,92,65,42,289,225,22,19,70,61
"E38000230",2006,572529,3479,1615,104,38,1074,284,62,20,205,27,79,41,405,180,84,90,51,40,262,247,27,26,62,57
"E38000230",2007,576695,3467,1626,65,46,1077,287,49,20,182,32,64,37,433,171,89,87,49,35,300,218,37,28,66,56
"E38000230",2008,578791,3577,1615,87,46,1066,249,59,14,211,31,47,36,425,164,111,100,48,26,343,255,38,35,71,54
"E38000230",2009,578987,3506,1664,96,44,1042,286,47,21,187,27,64,38,410,177,91,90,59,36,329,286,42,32,57,70
"E38000230",2010,580228,3565,1637,95,56,1042,261,54,22,182,32,69,23,451,186,96,94,49,29,370,268,40,40,58,60
"E38000230",2011,582148,3762,1635,86,45,1070,234,56,18,217,27,64,48,493,149,111,97,65,39,391,305,35,25,51,50
"E38000230",2012,585337,3771,1744,110,55,1132,264,54,17,234,20,57,33,419,180,112,120,46,33,390,311,43,37,72,52
"E38000230",2013,587993,3979,1612,127,45,1168,244,65,16,245,20,80,46,433,166,105,83,47,27,393,276,42,46,69,62
"E38000230",2014,592278,3942,1611,98,46,1180,242,66,13,249,32,63,34,490,167,101,100,48,20,395,280,32,24,78,54
"E38000230",2015,596643,3777,1574,95,37,1120,224,64,12,240,33,53,34,434,177,122,97,39,34,425,267,49,46,61,57
"E38000230",2016,599949,3935,1696,85,46,1141,243,68,17,304,29,66,39,422,174,103,107,43,28,414,298,45,48,52,49
"E38000230",2017,604803,4068,1675,79,42,1238,231,70,16,250,34,71,44,431,165,127,111,40,29,485,307,60,56,53,63
"E38000230",2018,608854,3930,1569,76,41,1166,214,63,15,280,24,53,34,434,167,104,87,34,20,463,252,60,53,66,42
"E38000230",2019,612088,4127,1716,72,32,1221,249,75,24,295,23,67,27,468,179,120,114,46,27,454,315,63,69,62,56
"E38000231",2002,403438,1842,941,42,29,570,183,57,10,66,7,39,17,226,105,57,50,20,20,145,118,11,12,29,34
"E38000231",2003,406425,2027,938,42,25,668,159,47,19,92,18,27,16,216,85,49,51,43,28,178,140,11,12,37,35
"E38000231",2004,408985,2118,884,54,31,715,145,30,7,100,11,31,21,272,89,56,58,32,33,167,124,16,14,38,40
"E38000231",2005,412550,2128,964,43,32,704,161,38,11,102,16,47,17,254,126,64,52,36,33,179,142,13,9,37,34
"E38000231",2006,415786,2075,897,43,22,704,155,38,12,99,10,36,17,228,99,53,52,22,15,164,149,15,12,36,40
"E38000231",2007,421395,2166,893,62,22,780,157,46,7,99,10,31,22,252,100,51,53,34,19,166,145,10,5,37,28
"E38000231",2008,426641,2170,930,54,19,690,166,48,15,105,20,46,23,258,88,57,50,25,19,191,136,22,21,36,42
"E38000231",2009,429646,2168,919,56,22,695,156,57,12,88,21,30,17,257,115,65,58,25,19,188,158,18,13,32,23
"E38000231",2010,433113,2360,972,53,31,837,154,34,15,116,18,41,23,266,109,51,55,41,25,200,152,17,15,43,29
"E38000231",2011,436976,2277,1045,55,28,688,178,49,7,103,12,31,19,287,112,69,73,26,16,203,171,25,22,42,47
"E38000231",2012,440073,2355,1014,57,21,725,181,46,17,133,11,39,30,277,99,63,47,28,18,218,168,25,27,36,34
"E38000231",2013,443674,2516,1009,65,28,870,169,36,15,121,16,59,17,278,123,74,62,28,33,210,146,22,18,39,35
"E38000231",2014,447821,2316,908,57,21,746,154,39,15,114,19,44,28,275,100,63,60,18,21,220,167,19,13,36,26
"E38000231",2015,452165,2494,1060,53,30,792,173,29,16,132,19,40,26,292,110,66,55,24,10,253,185,26,19,29,27
"E38000231",2016,456080,2719,1000,59,23,984,176,43,9,158,14,34,15,281,115,82,73,23,11,218,167,26,19,37,33
"E38000231",2017,459507,2468,1017,60,22,757,173,30,6,148,12,31,23,256,99,82,73,30,22,240,165,36,29,34,32
"E38000231",2018,463188,2537,1022,41,26,851,179,43,7,137,16,42,27,265,105,76,70,22,20,238,162,29,28,26,32
"E38000231",2019,465120,2661,1000,68,30,933,151,50,4,118,15,39,16,261,101,64,67,23,20,228,156,34,32,40,31
"E38000232",2002,269520,1198,644,37,17,359,90,35,17,37,9,25,22,132,55,28,35,33,24,138,126,20,19,18,23
"E38000232",2003,271608,1233,607,34,16,351,81,29,11,35,8,25,12,107,53,43,38,26,23,160,132,14,11,28,18
"E38000232",2004,273464,1181,631,48,21,315,100,35,12,46,3,28,15,129,52,26,25,31,24,145,131,15,16,22,17
"E38000232",2005,276399,1283,577,27,11,419,76,23,11,40,10,23,16,123,51,38,35,28,23,166,110,15,15,29,26
"E38000232",2006,278571,1280,582,31,17,362,83,33,10,42,10,27,11,134,54,28,26,26,15,175,148,13,10,26,21
"E38000232",2007,281123,1190,623,27,15,349,71,20,14,39,10,25,18,134,64,34,31,24,10,150,154,20,16,20,21
"E38000232",2008,283827,1341,602,31,17,406,96,30,8,42,5,22,19,141,62,48,30,17,10,169,140,15,10,25,11
"E38000232",2009,286177,1281,646,22,15,355,79,27,14,35,11,22,11,142,64,46,48,29,19,180,132,13,16,23,38
"E38000232",2010,288723,1278,581,42,9,353,74,23,3,52,4,25,10,144,54,35,38,17,16,168,141,13,17,16,13
"E38000232",2011,291266,1428,618,41,14,426,85,36,9,33,8,17,11,121,51,42,29,22,15,202,144,19,25,20,17
"E38000232",2012,291860,1378,590,39,16,368,80,23,7,44,7,30,16,157,49,31,37,22,14,198,129,13,12,21,18
"E38000232",2013,292677,1399,664,30,18,391,89,32,10,52,8,18,17,139,62,53,53,16,11,187,137,12,15,32,25
"E38000232",2014,293480,1395,630,40,14,437,92,27,8,44,9,23,16,141,55,31,39,18,17,154,115,17,19,26,20
"E38000232",2015,294598,1398,575,37,17,375,94,24,5,59,8,26,14,126,44,35,28,15,6,207,143,23,21,21,13
"E38000232",2016,296039,1438,655,33,16,373,72,35,6,58,3,17,14,153,58,38,42,16,16,199,145,25,21,23,20
"E38000232",2017,297132,1498,593,32,13,457,75,22,4,57,6,25,17,152,52,46,40,12,6,193,153,14,18,31,16
"E38000232",2018,298620,1383,596,35,14,395,83,20,7,56,6,19,17,146,57,41,45,23,15,193,116,9,17,19,16
"E38000232",2019,299826,1334,569,31,12,383,76,22,4,59,5,27,11,146,48,36,29,24,11,162,130,23,20,19,21
"E38000233",2002,346989,1578,866,21,19,544,148,34,9,59,6,42,15,150,81,53,45,36,38,147,142,24,9,37,45
"E38000233",2003,348894,1640,822,26,27,564,126,26,8,50,10,30,18,162,67,57,60,44,27,164,152,23,10,37,35
"E38000233",2004,350359,1709,805,24,23,628,139,26,11,63,7,37,13,191,92,53,36,36,27,179,120,24,12,38,36
"E38000233",2005,352387,1714,876,28,22,565,131,32,12,65,16,33,24,215,80,49,57,24,19,187,142,36,16,44,29
"E38000233",2006,354003,1742,853,24,14,596,160,36,14,90,12,26,12,166,77,42,34,30,26,199,153,17,15,33,35
"E38000233",2007,355656,1577,896,19,24,539,147,19,9,62,7,28,22,203,100,49,54,26,17,174,177,16,17,41,40
"E38000233",2008,356357,1962,847,68,18,616,153,23,10,94,10,36,15,222,103,44,33,28,15,189,172,12,11,49,32
"E38000233",2009,356353,1969,897,54,25,619,149,26,15,87,20,45,30,208,85,68,53,28,22,218,162,17,13,35,30
"E38000233",2010,357088,2065,916,43,20,632,139,28,10,92,8,57,33,213,86,49,53,33,22,225,179,24,17,43,39
"E38000233",2011,357958,2092,905,54,22,591,129,28,13,132,13,47,19,225,101,69,55,33,24,232,173,26,23,42,33
"E38000233",2012,359183,2178,950,49,28,705,142,31,14,98,9,27,20,258,100,60,69,25,20,238,185,25,16,44,36
"E38000233",2013,360094,2284,891,46,19,773,137,28,10,100,12,26,16,257,95,55,56,34,22,260,161,42,35,52,28
"E38000233",2014,361543,2234,931,36,17,697,148,37,7,125,12,31,15,240,80,60,48,35,24,271,196,28,29,31,42
"E38000233",2015,362793,2211,952,52,21,669,127,39,9,118,21,34,21,235,94,54,62,29,26,259,210,28,25,52,37
"E38000233",2016,364452,2271,924,58,18,711,156,26,5,127,9,32,25,232,79,54,43,35,25,285,195,36,25,43,37
"E38000233",2017,366503,2224,927,44,27,726,146,47,9,120,19,39,25,205,94,58,48,22,21,292,187,21,27,42,35
"E38000233",2018,369023,2341,898,49,23,771,131,34,8,127,6,34,17,257,82,84,66,24,18,266,194,27,22,50,51
"E38000233",2019,371859,2310,909,53,22,742,154,58,9,136,11,27,18,274,89,60,54,31,14,248,165,28,30,44,35
"E38000234",2002,253681,1312,675,27,13,346,97,31,12,50,9,25,13,153,67,27,27,38,21,188,145,12,9,18,20
"E38000234",2003,254136,1278,724,25,19,382,98,29,6,45,5,27,16,133,67,22,22,36,32,185,181,5,8,34,20
"E38000234",2004,254700,1322,727,22,14,379,124,22,14,41,5,24,14,123,70,37,27,47,33,187,157,10,10,26,28
"E38000234",2005,255537,1362,738,28,16,393,110,17,9,42,7,26,8,156,68,37,37,31,26,209,174,9,10,28,37
"E38000234",2006,256110,1430,715,24,21,449,95,24,6,35,4,27,19,181,66,26,24,37,23,210,185,11,7,18,22
"E38000234",2007,257605,1331,752,29,15,350,99,27,11,32,6,32,19,150,73,41,34,31,31,223,190,15,11,32,21
"E38000234",2008,258673,1521,749,40,15,403,103,36,10,47,3,30,14,164,54,34,38,34,27,263,209,7,10,32,27
"E38000234",2009,259449,1537,724,33,18,493,109,45,8,61,5,31,7,146,68,40,35,26,17,252,193,11,12,27,23
"E38000234",2010,260675,1375,707,29,21,341,106,31,7,50,5,26,17,155,57,31,34,23,15,237,201,22,16,16,17
"E38000234",2011,261826,1471,742,21,11,382,96,19,10,58,7,36,18,137,49,39,34,25,27,258,215,13,17,14,19
"E38000234",2012,262196,1655,752,32,18,471,100,38,8,49,7,33,21,160,71,40,32,25,15,258,194,19,24,32,19
"E38000234",2013,262758,1556,757,39,21,401,87,26,10,54,5,23,26,138,54,36,35,36,26,276,206,17,19,19,26
"E38000234",2014,263515,1625,750,34,13,414,91,33,10,71,11,39,15,178,63,44,33,30,19,291,215,22,18,34,28
"E38000234",2015,264253,1789,751,40,12,567,84,33,8,72,10,34,14,151,57,56,43,26,16,285,225,19,24,21,19
"E38000234",2016,265345,1600,792,32,13,373,103,46,12,74,12,29,21,164,69,51,41,26,15,267,198,21,16,23,22
"E38000234",2017,266181,1637,747,40,17,418,96,41,6,73,10,30,24,180,71,45,44,22,19,278,190,25,37,23,20
"E38000234",2018,267681,1718,731,36,14,515,98,27,10,80,10,24,18,172,73,47,36,27,16,288,187,19,20,26,24
"E38000234",2019,269213,1605,740,33,24,423,90,26,7,98,10,24,25,164,58,53,54,20,21,274,198,24,20,23,17
"E38000235",2002,261084,1431,827,50,22,451,154,19,10,43,15,27,22,182,89,43,43,22,22,145,119,8,11,25,34
"E38000235",2003,262720,1542,804,42,21,507,148,27,10,47,6,37,22,189,94,55,44,29,22,122,100,9,15,27,22
"E38000235",2004,264211,1538,871,49,25,450,149,25,16,41,11,27,21,212,82,51,54,28,17,138,123,5,5,37,32
"E38000235",2005,265733,1522,786,51,24,501,129,17,13,41,7,29,19,182,91,53,47,24,20,130,104,9,8,33,28
"E38000235",2006,267020,1536,819,31,18,500,141,13,5,56,12,32,17,199,108,40,43,25,14,160,139,15,14,35,33
"E38000235",2007,268857,1482,776,24,25,448,131,17,6,73,13,34,16,187,89,42,36,22,17,136,125,10,13,31,26
"E38000235",2008,270037,1566,809,28,23,444,146,25,7,76,10,27,20,205,92,53,47,16,15,166,136,13,13,26,28
"E38000235",2009,270261,1697,804,40,23,548,138,23,8,88,15,25,20,197,88,57,54,18,15,146,121,16,12,38,23
"E38000235",2010,271695,1742,843,37,29,589,153,23,10,81,17,34,13,216,95,46,44,27,15,167,137,10,12,31,30
"E38000235",2011,273142,1685,823,29,20,517,125,26,8,85,14,27,15,232,91,61,55,14,13,176,152,10,13,29,32
"E38000235",2012,274790,1756,810,37,24,538,140,23,8,86,13,33,18,221,96,42,43,16,10,169,132,18,16,38,32
"E38000235",2013,276629,1817,822,45,22,594,136,20,14,85,9,30,17,217,104,59,50,22,15,169,130,24,19,21,30
"E38000235",2014,279379,1830,817,51,18,571,157,19,7,98,15,26,17,206,69,49,45,15,12,198,139,16,18,34,22
"E38000235",2015,281483,1845,837,44,26,571,140,21,6,99,16,42,20,218,96,71,62,28,17,185,130,22,12,38,28
"E38000235",2016,283580,1885,850,38,23,591,138,16,7,112,14,24,17,225,103,61,59,24,18,196,133,11,20,30,37
"E38000235",2017,284809,1785,860,38,26,512,132,21,4,109,12,41,22,216,94,52,59,12,8,208,151,30,26,26,27
"E38000235",2018,285883,1908,798,39,24,601,145,24,8,125,18,31,25,205,84,62,51,16,5,209,133,21,18,23,24
"E38000235",2019,287172,1998,803,30,18,625,141,26,6,114,14,18,22,222,81,58,59,17,10,222,123,21,25,31,22
"E38000236",2002,367391,1525,847,30,29,521,171,25,11,75,6,27,19,174,77,34,46,34,26,114,115,6,7,33,34
"E38000236",2003,368867,1754,862,37,21,606,173,34,7,72,15,32,20,208,94,29,36,28,24,137,116,7,9,33,20
"E38000236",2004,369706,1877,889,40,23,647,171,34,8,78,8,38,20,230,108,32,35,23,22,151,133,19,13,38,31
"E38000236",2005,371055,1746,945,40,19,605,188,26,8,71,12,19,18,202,98,44,41,26,14,142,128,9,14,35,42
"E38000236",2006,373239,1898,888,44,17,654,150,28,10,69,15,37,15,241,103,37,51,20,23,169,157,16,12,31,33
"E38000236",2007,375655,1970,934,44,29,684,152,23,8,71,15,21,22,240,111,43,39,25,15,182,153,18,15,31,31
"E38000236",2008,377502,2002,921,43,24,672,161,43,8,84,18,30,15,238,99,50,51,29,17,180,154,13,17,33,34
"E38000236",2009,378372,2022,907,36,25,677,146,29,10,82,16,34,17,252,126,51,53,25,18,175,135,23,24,29,21
"E38000236",2010,379372,2115,973,35,25,717,143,20,11,101,15,41,25,285,104,55,53,26,21,194,160,13,10,48,35
"E38000236",2011,380905,2129,961,49,32,675,173,39,12,102,14,31,19,281,95,54,61,25,22,184,154,17,20,42,41
"E38000236",2012,383030,2187,933,52,26,696,149,48,5,93,14,42,19,290,105,57,42,23,18,176,139,23,21,39,41
"E38000236",2013,385010,2201,954,71,28,694,166,39,9,104,9,36,22,241,107,43,50,26,16,208,158,20,23,36,32
"E38000236",2014,386940,2311,996,53,30,762,166,48,16,107,14,32,19,273,105,72,49,25,22,213,164,32,28,53,43
"E38000236",2015,388892,2285,974,59,30,744,153,29,6,104,10,33,21,294,102,55,61,26,14,214,181,31,22,44,42
"E38000236",2016,391795,2301,932,60,23,742,155,34,8,118,16,24,21,285,81,68,64,16,17,225,158,24,25,42,32
"E38000236",2017,395139,2438,1018,61,28,735,151,41,7,110,13,38,20,296,99,65,56,25,19,257,178,33,40,43,32
"E38000236",2018,397858,2465,1036,58,28,829,185,28,10,114,17,36,20,297,114,57,53,23,15,249,173,32,28,44,41
"E38000236",2019,400262,2490,1026,56,30,740,167,28,10,153,10,50,26,346,106,71,62,25,31,242,153,28,37,40,36
"E38000237",2002,816736,3688,2056,112,46,1095,361,68,39,96,16,76,44,431,216,118,110,51,44,362,347,19,28,81,81
"E38000237",2003,821498,3662,2081,88,58,1131,372,71,35,118,26,72,44,416,216,102,91,73,40,382,346,25,33,82,74
"E38000237",2004,827788,3844,2010,73,55,1251,382,65,31,130,31,76,46,442,216,102,87,68,49,406,315,22,21,65,53
"E38000237",2005,835472,4015,1978,97,45,1322,365,71,31,153,24,86,38,430,219,117,100,58,53,426,358,19,26,60,59
"E38000237",2006,842612,4027,2080,104,47,1333,377,70,20,152,20,82,55,445,239,114,116,74,45,384,350,26,29,77,67
"E38000237",2007,851952,4114,2107,82,55,1237,375,59,21,169,28,84,48,456,264,119,104,74,44,449,354,30,26,85,78
"E38000237",2008,860228,4468,2110,112,57,1399,329,54,28,180,33,90,51,507,190,146,138,60,37,477,418,21,30,88,75
"E38000237",2009,866491,4270,2091,100,69,1275,334,75,19,189,35,91,44,477,236,138,124,52,40,434,377,42,30,66,59
"E38000237",2010,875090,4432,2103,84,57,1400,372,75,24,189,37,76,50,493,208,144,119,63,40,506,389,34,31,71,76
"E38000237",2011,882749,4616,2082,104,54,1415,348,66,24,209,26,79,39,555,208,137,126,55,40,470,387,44,42,66,70
"E38000237",2012,891123,4586,2083,118,73,1359,328,70,19,180,32,81,32,538,199,126,122,56,35,546,389,55,64,90,77
"E38000237",2013,898421,5153,2130,154,62,1577,337,89,22,220,29,98,55,545,196,157,136,58,34,528,423,58,56,81,58
"E38000237",2014,907489,5066,2280,110,49,1529,360,81,40,205,39,104,70,583,218,183,143,55,56,594,428,56,55,75,70
"E38000237",2015,915198,5267,2253,139,60,1641,368,94,19,189,29,79,55,571,249,189,180,42,32,629,436,65,57,79,63
"E38000237",2016,924326,5224,2271,91,50,1668,337,94,33,234,39,92,53,559,236,155,139,53,29,595,435,54,60,78,66
"E38000237",2017,931339,5259,2247,104,61,1666,368,84,23,236,26,88,51,518,233,160,154,48,35,683,415,60,61,53,69
"E38000237",2018,938807,5349,2343,115,64,1660,350,93,22,255,37,90,54,577,259,198,167,64,27,619,461,72,55,89,67
"E38000237",2019,945356,5474,2297,109,52,1750,329,62,29,243,38,82,48,568,225,173,171,61,42,651,466,83,75,67,86
"E38000238",2002,334895,1751,928,38,25,562,165,32,17,39,6,39,25,212,93,49,47,41,30,163,170,8,5,42,32
"E38000238",2003,339186,1782,874,31,30,561,151,36,11,34,10,36,17,216,88,37,32,37,30,151,125,8,6,38,30
"E38000238",2004,344191,1845,881,39,23,631,160,40,9,62,12,33,17,205,95,39,40,34,25,158,117,10,9,35,42
"E38000238",2005,346817,1827,857,43,20,547,156,31,9,63,11,42,24,218,82,60,49,25,11,176,157,18,15,35,35
"E38000238",2006,351041,1955,954,36,23,600,181,44,10,68,11,40,24,233,85,46,47,30,14,194,165,18,11,53,42
"E38000238",2007,355479,2093,981,43,14,624,162,56,15,78,15,44,22,215,100,65,62,33,21,234,189,15,13,52,48
"E38000238",2008,359059,2287,954,52,20,726,164,40,9,87,16,47,21,262,92,56,59,37,28,221,159,14,16,49,48
"E38000238",2009,361911,2156,990,52,28,627,140,55,5,66,8,39,34,230,104,60,55,34,21,203,174,24,21,38,42
"E38000238",2010,365001,2092,1014,47,28,615,149,45,9,72,13,37,28,227,93,55,57,26,20,233,188,18,21,40,39
"E38000238",2011,366498,2214,1016,44,32,648,158,33,12,81,12,54,32,269,95,80,66,31,19,251,180,22,20,34,34
"E38000238",2012,368620,2311,1008,56,24,707,154,47,12,82,9,35,19,278,108,64,65,37,21,241,193,22,21,48,32
"E38000238",2013,371121,2214,1020,55,23,633,166,36,6,78,15,25,15,273,94,72,65,24,22,241,189,26,28,32,32
"E38000238",2014,374408,2378,985,47,19,729,146,37,14,112,12,44,18,248,93,66,78,34,23,244,187,31,24,48,38
"E38000238",2015,376806,2306,1014,57,18,730,155,39,14,86,16,29,21,271,102,56,61,35,17,222,183,32,31,36,41
"E38000238",2016,380440,2297,981,64,26,678,156,46,10,85,8,44,24,241,96,69,59,27,23,272,186,23,22,38,30
"E38000238",2017,383358,2379,1003,51,16,721,139,40,21,95,15,39,33,256,97,73,55,25,18,286,192,31,28,32,23
"E38000238",2018,385808,2466,1110,50,20,739,156,53,16,102,16,38,24,278,109,80,80,21,20,270,213,30,27,54,43
"E38000238",2019,388072,2460,1040,52,29,698,167,51,11,100,11,42,21,281,125,76,55,42,18,297,201,38,25,49,44
"E38000239",2002,470522,2530,1251,49,33,827,260,47,10,72,21,63,42,322,137,68,70,57,40,192,146,10,20,49,42
"E38000239",2003,474419,2570,1298,75,35,832,232,42,13,93,12,54,28,330,142,82,76,40,40,210,186,12,14,51,51
"E38000239",2004,478248,2537,1230,53,37,850,202,52,14,102,19,44,31,290,146,89,80,45,26,201,169,12,21,46,42
"E38000239",2005,482017,2537,1306,67,40,786,251,33,18,93,15,48,27,306,158,66,71,39,29,222,175,17,21,55,45
"E38000239",2006,484450,2702,1366,67,37,811,256,42,20,89,15,51,39,370,145,81,67,44,26,256,214,19,17,60,53
"E38000239",2007,487228,2692,1355,67,43,807,247,45,16,92,18,56,31,352,171,91,89,59,40,250,207,13,12,44,49
"E38000239",2008,490186,2965,1377,70,41,903,235,51,16,130,13,50,32,361,167,96,81,49,29,281,213,22,26,60,50
